602; Master Guardian; 90; 1,13; 76%; 355
603; Global; 23; 0,63; 7%; 1220
604; Master Guardian; 13; 1,44; 92%; 1209
605; Legendary Eagle; 43; 0,17; 37%; 1563
606; Gold nova; 57; 0,38; 17%; 1811
607; Global; 52; 0,43; 20%; 2678
608; Gold nova; 87; 1,14; 13%; 908
609; Gold nova; 52; 1,14; 74%; 2044
610; Silver; 90; 0,21; 98%; 2510
611; Global; 61; 0,19; 91%; 1577
612; Legendary Eagle; 54; 0,95; 16%; 1929
613; Supreme; 75; 0,98; 99%; 2324
614; Supreme; 67; 0,27; 33%; 1755
615; Legendary Eagle; 16; 1,53; 68%; 2578
616; Gold nova; 25; 0,82; 9%; 739
617; Legendary Eagle; 82; 1,35; 9%; 1136
618; Legendary Eagle; 41; 1,79; 62%; 1471
619; Supreme; 61; 1,52; 88%; 1960
620; Gold nova; 57; 1,09; 80%; 536
621; Silver; 14; 0,79; 45%; 2858
622; Supreme; 72; 1,43; 76%; 325
623; Supreme; 55; 0,99; 70%; 1402
624; Silver; 74; 1,31; 36%; 1835
625; Gold nova; 18; 0,37; 84%; 2291
626; Gold nova; 75; 1,73; 46%; 2350
627; Gold nova; 72; 1,12; 38%; 2198
628; Global; 59; 0,94; 33%; 1189
629; Silver; 66; 0,34; 59%; 1264
630; Gold nova; 35; 0,24; 95%; 2213
631; Master Guardian; 80; 1,25; 96%; 96
632; Silver; 17; 1,87; 69%; 133
633; Master Guardian; 84; 0,12; 71%; 2464
634; Global; 24; 0,39; 83%; 443
635; Silver; 89; 0,41; 12%; 2686
636; Supreme; 26; 0,13; 38%; 767
637; Gold nova; 57; 0,62; 73%; 2004
638; Gold nova; 40; 0,27; 41%; 1740
639; Global; 54; 0,31; 20%; 1305
640; Legendary Eagle; 86; 0,42; 86%; 483
641; Master Guardian; 24; 1,19; 50%; 938
642; Silver; 79; 0,25; 59%; 1212
643; Silver; 58; 0,01; 25%; 2970
644; Global; 49; 0,32; 34%; 1080
645; Gold nova; 43; 1,15; 70%; 161
646; Global; 88; 0,63; 41%; 575
647; Master Guardian; 77; 1,04; 70%; 2445
648; Legendary Eagle; 50; 1,24; 11%; 382
649; Global; 17; 0,79; 57%; 874
650; Supreme; 62; 0,20; 82%; 616
651; Silver; 28; 0,75; 82%; 2091
652; Silver; 89; 1,90; 8%; 2893
653; Legendary Eagle; 50; 1,53; 95%; 2816
654; Gold nova; 18; 1,44; 56%; 1862
655; Legendary Eagle; 56; 1,82; 69%; 2326
656; Gold nova; 52; 0,28; 45%; 2083
657; Supreme; 43; 1,47; 33%; 820
658; Global; 19; 0,55; 80%; 1324
659; Legendary Eagle; 68; 0,24; 68%; 1945
660; Master Guardian; 74; 1,88; 39%; 510
661; Silver; 31; 1,47; 59%; 218
662; Silver; 61; 1,11; 71%; 2875
663; Global; 80; 0,76; 99%; 1202
664; Gold nova; 86; 0,64; 51%; 2042
665; Master Guardian; 72; 0,92; 94%; 2823
666; Legendary Eagle; 17; 0,83; 95%; 1363
667; Supreme; 88; 1,43; 53%; 2050
668; Silver; 77; 1,70; 93%; 745
669; Legendary Eagle; 64; 1,70; 82%; 483
670; Global; 11; 0,02; 34%; 647
671; Supreme; 42; 1,34; 93%; 1243
672; Master Guardian; 32; 0,02; 94%; 61
673; Master Guardian; 59; 1,46; 95%; 446
674; Legendary Eagle; 30; 1,83; 79%; 154
675; Supreme; 78; 0,54; 70%; 2618
676; Global; 71; 1,14; 61%; 2604
677; Global; 82; 0,31; 46%; 882
678; Gold nova; 43; 0,32; 48%; 204
679; Supreme; 45; 1,24; 79%; 1940
680; Global; 84; 1,40; 83%; 1424
681; Global; 46; 0,36; 50%; 2136
682; Supreme; 26; 1,24; 98%; 2684
683; Silver; 39; 0,99; 82%; 1615
684; Global; 87; 0,85; 93%; 721
685; Legendary Eagle; 42; 1,55; 72%; 1142
686; Silver; 26; 1,04; 85%; 523
687; Gold nova; 33; 1,76; 9%; 1212
688; Supreme; 77; 0,86; 51%; 164
689; Global; 57; 1,87; 75%; 1559
690; Supreme; 14; 0,34; 22%; 825
691; Silver; 67; 0,72; 33%; 192
692; Legendary Eagle; 65; 1,19; 54%; 69
693; Global; 44; 1,51; 16%; 2395
694; Global; 68; 0,83; 38%; 22
695; Silver; 82; 1,60; 70%; 927
696; Supreme; 27; 1,04; 71%; 2741
697; Supreme; 75; 1,54; 31%; 1915
698; Global; 21; 1,28; 100%; 275
699; Supreme; 22; 0,41; 18%; 1301
700; Master Guardian; 33; 1,21; 94%; 2645
701; Supreme; 82; 1,91; 41%; 800
702; Supreme; 12; 0,47; 91%; 751
703; Master Guardian; 74; 1,18; 54%; 1295
704; Supreme; 21; 1,94; 9%; 930
705; Master Guardian; 52; 1,81; 97%; 1550
706; Gold nova; 16; 1,35; 68%; 890
707; Legendary Eagle; 66; 1,02; 11%; 2804
708; Global; 62; 0,44; 95%; 1372
709; Supreme; 58; 0,20; 42%; 1415
710; Supreme; 78; 1,35; 9%; 1458
711; Supreme; 38; 0,99; 11%; 26
712; Silver; 43; 0,93; 88%; 1958
713; Gold nova; 57; 1,85; 36%; 1169
714; Master Guardian; 38; 1,90; 77%; 2882
715; Silver; 16; 0,00; 22%; 622
716; Legendary Eagle; 64; 0,20; 63%; 140
717; Supreme; 86; 1,28; 57%; 789
718; Legendary Eagle; 11; 1,55; 69%; 494
719; Legendary Eagle; 19; 0,84; 84%; 685
720; Supreme; 19; 0,13; 57%; 907
721; Supreme; 48; 1,32; 65%; 1333
722; Silver; 11; 0,34; 39%; 868
723; Silver; 36; 1,85; 58%; 112
724; Master Guardian; 39; 1,01; 69%; 185
725; Gold nova; 56; 1,96; 14%; 944
726; Legendary Eagle; 29; 0,38; 32%; 178
727; Legendary Eagle; 17; 1,27; 73%; 1447
728; Supreme; 77; 0,96; 79%; 404
729; Global; 36; 1,53; 21%; 745
730; Global; 18; 0,70; 37%; 650
731; Gold nova; 41; 1,80; 79%; 773
732; Legendary Eagle; 76; 1,99; 83%; 1632
733; Global; 84; 0,76; 57%; 2466
734; Silver; 20; 0,84; 93%; 1218
735; Master Guardian; 37; 1,92; 57%; 1545
736; Supreme; 50; 0,67; 20%; 452
737; Supreme; 52; 1,15; 93%; 2854
738; Silver; 79; 1,86; 16%; 733
739; Gold nova; 68; 1,22; 44%; 2275
740; Global; 85; 1,63; 14%; 43
741; Gold nova; 65; 1,79; 63%; 384
742; Master Guardian; 38; 0,03; 35%; 1407
743; Supreme; 24; 1,76; 29%; 1574
744; Gold nova; 66; 0,28; 62%; 2640
745; Silver; 36; 1,06; 80%; 2152
746; Silver; 87; 1,65; 61%; 2948
747; Master Guardian; 10; 0,23; 40%; 810
748; Silver; 59; 1,31; 38%; 2504
749; Master Guardian; 66; 1,14; 37%; 1060
750; Gold nova; 77; 0,45; 75%; 645
751; Gold nova; 16; 0,22; 45%; 2757
752; Master Guardian; 68; 1,93; 48%; 1014
753; Gold nova; 39; 1,45; 69%; 1955
754; Master Guardian; 32; 0,41; 44%; 1844
755; Silver; 32; 0,69; 40%; 1739
756; Global; 48; 0,29; 45%; 1853
757; Legendary Eagle; 75; 0,97; 27%; 274
758; Master Guardian; 63; 1,86; 58%; 1777
759; Gold nova; 59; 0,98; 17%; 869
760; Master Guardian; 88; 1,67; 46%; 2993
761; Silver; 62; 1,45; 18%; 1841
762; Global; 52; 1,26; 92%; 1224
763; Legendary Eagle; 69; 1,59; 10%; 2941
764; Master Guardian; 22; 0,45; 82%; 1507
765; Gold nova; 29; 0,29; 8%; 1926
766; Global; 15; 0,79; 6%; 2243
767; Master Guardian; 72; 1,91; 74%; 341
768; Silver; 67; 1,12; 87%; 900
769; Supreme; 60; 0,48; 33%; 1192
770; Master Guardian; 30; 0,11; 12%; 2701
771; Gold nova; 63; 0,70; 26%; 2158
772; Master Guardian; 28; 1,25; 76%; 1272
773; Global; 70; 1,93; 84%; 1938
774; Silver; 24; 1,02; 98%; 1291
775; Legendary Eagle; 63; 1,97; 91%; 509
776; Master Guardian; 41; 0,86; 8%; 239
777; Legendary Eagle; 76; 1,87; 64%; 1923
778; Global; 14; 1,84; 76%; 97
779; Legendary Eagle; 58; 0,65; 37%; 2028
780; Global; 55; 1,69; 95%; 612
781; Gold nova; 83; 0,14; 91%; 146
782; Gold nova; 41; 1,17; 41%; 772
783; Global; 72; 1,02; 18%; 2909
784; Global; 79; 0,79; 51%; 615
785; Silver; 57; 1,91; 61%; 1681
786; Global; 58; 1,60; 85%; 282
787; Legendary Eagle; 77; 1,23; 65%; 1828
788; Gold nova; 10; 1,11; 50%; 1199
789; Master Guardian; 25; 1,10; 65%; 2805
790; Silver; 32; 0,21; 58%; 380
791; Supreme; 58; 1,25; 12%; 2549
792; Supreme; 12; 0,45; 8%; 157
793; Master Guardian; 31; 0,02; 70%; 1048
794; Global; 72; 0,17; 94%; 2230
795; Global; 74; 0,47; 70%; 2560
796; Gold nova; 35; 0,86; 47%; 2645
797; Global; 70; 0,03; 88%; 186
798; Gold nova; 51; 1,87; 79%; 2083
799; Supreme; 60; 1,33; 21%; 1966
800; Global; 35; 0,97; 36%; 1147
801; Legendary Eagle; 89; 1,57; 97%; 2641
802; Gold nova; 77; 0,07; 33%; 2869
803; Silver; 84; 0,60; 8%; 956
804; Gold nova; 66; 1,09; 37%; 310
805; Supreme; 44; 0,52; 68%; 2425
806; Supreme; 29; 1,20; 49%; 632
807; Supreme; 26; 1,33; 82%; 2582
808; Gold nova; 37; 0,51; 31%; 1599
809; Gold nova; 70; 0,46; 55%; 2767
810; Master Guardian; 71; 1,83; 59%; 2398
811; Legendary Eagle; 12; 0,89; 13%; 1270
812; Global; 74; 1,29; 73%; 2189
813; Supreme; 14; 1,19; 93%; 1143
814; Supreme; 45; 0,93; 57%; 2643
815; Master Guardian; 34; 0,89; 7%; 2582
816; Master Guardian; 82; 0,51; 17%; 712
817; Gold nova; 63; 0,73; 52%; 93
818; Master Guardian; 21; 0,53; 32%; 563
819; Legendary Eagle; 23; 0,87; 21%; 1536
820; Gold nova; 58; 0,56; 8%; 11
821; Silver; 46; 0,13; 29%; 2921
822; Global; 27; 1,14; 99%; 843
823; Gold nova; 70; 1,84; 67%; 2927
824; Gold nova; 42; 0,26; 50%; 1624
825; Silver; 23; 0,09; 45%; 2142
826; Master Guardian; 29; 1,35; 5%; 2184
827; Gold nova; 44; 0,34; 36%; 171
828; Legendary Eagle; 61; 1,28; 60%; 1264
829; Supreme; 84; 1,84; 77%; 91
830; Silver; 28; 0,00; 96%; 918
831; Global; 25; 0,05; 34%; 781
832; Global; 82; 0,40; 71%; 1533
833; Gold nova; 54; 1,45; 93%; 2365
834; Global; 12; 0,71; 53%; 575
835; Master Guardian; 15; 0,67; 20%; 2433
836; Silver; 54; 0,53; 60%; 1331
837; Gold nova; 39; 0,52; 11%; 2317
838; Global; 74; 1,19; 83%; 1642
839; Legendary Eagle; 88; 0,88; 7%; 2747
840; Legendary Eagle; 89; 0,22; 32%; 2194
841; Legendary Eagle; 12; 1,79; 64%; 642
842; Legendary Eagle; 70; 0,54; 59%; 1217
843; Supreme; 66; 1,01; 59%; 930
844; Gold nova; 77; 1,66; 9%; 62
845; Silver; 75; 0,16; 71%; 2818
846; Master Guardian; 38; 0,08; 74%; 2649
847; Supreme; 57; 0,13; 12%; 858
848; Global; 23; 0,57; 78%; 1549
849; Supreme; 17; 0,52; 96%; 633
850; Legendary Eagle; 45; 0,88; 34%; 1667
851; Global; 28; 0,23; 74%; 1001
852; Master Guardian; 73; 1,61; 24%; 2772
853; Silver; 37; 0,30; 94%; 1369
854; Supreme; 12; 0,41; 19%; 250
855; Global; 89; 0,39; 72%; 1705
856; Gold nova; 14; 0,26; 30%; 1591
857; Supreme; 68; 0,59; 90%; 289
858; Supreme; 12; 0,08; 51%; 1795
859; Global; 87; 0,46; 74%; 356
860; Supreme; 24; 1,17; 95%; 797
861; Legendary Eagle; 20; 1,66; 72%; 1326
862; Global; 31; 1,28; 71%; 177
863; Gold nova; 73; 1,74; 89%; 2767
864; Supreme; 85; 0,69; 28%; 407
865; Master Guardian; 43; 1,50; 71%; 395
866; Supreme; 65; 1,52; 88%; 1375
867; Master Guardian; 22; 1,43; 35%; 2487
868; Master Guardian; 62; 0,35; 78%; 2023
869; Supreme; 60; 0,03; 27%; 2223
870; Silver; 25; 1,83; 95%; 832
871; Legendary Eagle; 28; 0,68; 100%; 2621
872; Supreme; 90; 1,59; 92%; 295
873; Silver; 49; 0,18; 40%; 1845
874; Silver; 37; 1,25; 34%; 2903
875; Master Guardian; 84; 1,20; 28%; 1720
876; Silver; 27; 1,56; 80%; 371
877; Supreme; 81; 1,21; 31%; 1901
878; Legendary Eagle; 16; 1,60; 29%; 1198
879; Global; 85; 1,94; 46%; 2544
880; Global; 15; 0,29; 7%; 1720
881; Silver; 62; 0,79; 22%; 2111
882; Master Guardian; 66; 1,10; 50%; 1097
883; Master Guardian; 26; 0,23; 14%; 1447
884; Global; 60; 0,64; 74%; 1758
885; Global; 77; 0,50; 70%; 1195
886; Gold nova; 32; 1,85; 85%; 484
887; Supreme; 60; 1,28; 83%; 1020
888; Global; 37; 0,01; 74%; 852
889; Master Guardian; 34; 1,80; 94%; 1189
890; Global; 12; 1,02; 16%; 966
891; Master Guardian; 64; 0,97; 90%; 1129
892; Gold nova; 47; 1,31; 68%; 542
893; Silver; 20; 1,96; 92%; 2244
894; Gold nova; 40; 0,73; 61%; 1241
895; Gold nova; 90; 1,81; 18%; 2000
896; Legendary Eagle; 58; 0,48; 63%; 2673
897; Silver; 69; 1,03; 76%; 2797
898; Gold nova; 24; 0,25; 90%; 137
899; Master Guardian; 74; 1,29; 26%; 215
900; Gold nova; 42; 0,35; 5%; 2203
901; Supreme; 75; 0,76; 38%; 275
902; Silver; 55; 0,03; 66%; 2674
903; Gold nova; 76; 1,56; 58%; 2518
904; Master Guardian; 24; 1,93; 13%; 892
905; Global; 54; 0,39; 39%; 177
906; Master Guardian; 24; 1,41; 24%; 580
907; Gold nova; 21; 1,74; 19%; 2564
908; Legendary Eagle; 28; 0,55; 88%; 1485
909; Supreme; 56; 1,98; 30%; 928
910; Legendary Eagle; 37; 1,88; 20%; 1646
911; Silver; 75; 0,05; 75%; 1815
912; Master Guardian; 71; 0,13; 60%; 2995
913; Legendary Eagle; 89; 0,72; 84%; 589
914; Legendary Eagle; 67; 0,40; 23%; 2792
915; Silver; 18; 0,10; 24%; 1010
916; Silver; 77; 1,76; 80%; 198
917; Gold nova; 32; 0,95; 77%; 1724
918; Gold nova; 16; 0,80; 9%; 558
919; Legendary Eagle; 60; 0,22; 14%; 786
920; Silver; 71; 0,39; 61%; 1235
921; Gold nova; 27; 0,08; 49%; 2781
922; Supreme; 71; 0,72; 86%; 2268
923; Global; 48; 1,76; 30%; 1394
924; Master Guardian; 40; 0,11; 16%; 1049
925; Global; 45; 0,03; 48%; 1426
926; Global; 85; 0,24; 31%; 1349
927; Master Guardian; 71; 1,71; 35%; 151
928; Silver; 56; 0,39; 81%; 2713
929; Global; 26; 0,78; 22%; 1526
930; Gold nova; 31; 0,62; 24%; 1610
931; Gold nova; 21; 0,15; 41%; 62
932; Master Guardian; 73; 1,14; 24%; 2046
933; Gold nova; 72; 0,00; 60%; 2895
934; Gold nova; 41; 1,41; 98%; 2209
935; Master Guardian; 88; 0,03; 20%; 1783
936; Gold nova; 26; 1,47; 38%; 334
937; Gold nova; 55; 0,13; 11%; 1637
938; Global; 44; 1,00; 100%; 323
939; Supreme; 86; 0,16; 92%; 1482
940; Silver; 34; 0,31; 69%; 2067
941; Gold nova; 29; 1,98; 90%; 1258
942; Global; 11; 1,56; 27%; 1540
943; Master Guardian; 61; 1,50; 62%; 594
944; Silver; 41; 0,64; 37%; 439
945; Silver; 48; 0,22; 83%; 1933
946; Global; 86; 1,51; 90%; 802
947; Master Guardian; 63; 1,54; 74%; 2518
948; Silver; 88; 1,24; 34%; 1970
949; Legendary Eagle; 90; 0,40; 78%; 1482
950; Global; 67; 0,91; 28%; 2980
951; Gold nova; 19; 1,38; 86%; 2895
952; Silver; 28; 1,04; 5%; 1324
953; Global; 75; 1,89; 22%; 180
954; Legendary Eagle; 75; 1,95; 22%; 1647
955; Supreme; 83; 0,32; 70%; 486
956; Master Guardian; 13; 1,30; 18%; 1126
957; Master Guardian; 86; 0,77; 70%; 447
958; Supreme; 49; 1,31; 95%; 325
959; Gold nova; 56; 1,15; 75%; 775
960; Supreme; 21; 0,99; 37%; 1129
961; Silver; 52; 1,24; 22%; 2124
962; Master Guardian; 80; 0,53; 92%; 585
963; Global; 90; 0,27; 98%; 1918
964; Global; 21; 0,10; 71%; 25
965; Legendary Eagle; 78; 1,47; 93%; 2404
966; Supreme; 47; 0,86; 27%; 1325
967; Master Guardian; 23; 1,05; 32%; 1370
968; Gold nova; 52; 0,17; 64%; 1078
969; Legendary Eagle; 61; 1,30; 36%; 1740
970; Master Guardian; 82; 0,54; 65%; 823
971; Global; 52; 1,90; 67%; 1803
972; Gold nova; 43; 0,76; 51%; 1579
973; Global; 57; 1,90; 77%; 71
974; Legendary Eagle; 54; 0,61; 98%; 1875
975; Legendary Eagle; 57; 1,69; 54%; 2158
976; Silver; 58; 0,16; 97%; 955
977; Master Guardian; 45; 0,03; 19%; 1934
978; Master Guardian; 25; 0,94; 79%; 2203
979; Legendary Eagle; 68; 1,73; 62%; 1224
980; Supreme; 45; 1,65; 47%; 1340
981; Legendary Eagle; 65; 1,35; 75%; 2861
982; Supreme; 10; 1,10; 91%; 1628
983; Global; 28; 1,11; 88%; 1885
984; Global; 89; 1,18; 32%; 2240
985; Master Guardian; 78; 1,17; 25%; 187
986; Supreme; 32; 0,73; 40%; 868
987; Global; 11; 0,49; 47%; 1983
988; Global; 47; 0,38; 78%; 1868
989; Legendary Eagle; 24; 1,52; 84%; 2033
990; Supreme; 82; 0,56; 90%; 2611
991; Global; 18; 1,81; 80%; 52
992; Master Guardian; 32; 0,69; 21%; 993
993; Silver; 43; 1,98; 68%; 967
994; Legendary Eagle; 59; 1,77; 17%; 143
995; Legendary Eagle; 30; 0,60; 72%; 663
996; Global; 54; 0,87; 73%; 1743
997; Supreme; 56; 1,19; 64%; 2589
998; Gold nova; 26; 0,58; 91%; 415
999; Gold nova; 24; 1,57; 31%; 2592
1000; Master Guardian; 78; 0,22; 40%; 2009
