624; Immortal; 54; 1,44; 55%; 2983
625; Iron; 27; 0,27; 70%; 1809
626; Gold; 32; 1,85; 89%; 2073
627; Ascendant; 10; 1,23; 8%; 1213
628; Ascendant; 13; 0,56; 80%; 1220
629; Iron; 10; 1,31; 22%; 1647
630; Diamond; 52; 0,08; 42%; 227
631; Bronze; 89; 0,52; 80%; 2319
632; Silver; 48; 1,59; 33%; 1379
633; Silver; 49; 0,57; 50%; 246
634; Iron; 68; 1,34; 91%; 47
635; Iron; 43; 0,45; 33%; 459
636; Diamond; 29; 1,61; 34%; 2384
637; Radiant; 51; 1,86; 77%; 855
638; Diamond; 24; 0,77; 58%; 1949
639; Ascendant; 24; 0,63; 37%; 2472
640; Immortal; 20; 1,44; 27%; 2308
641; Silver; 26; 1,83; 35%; 1672
642; Diamond; 15; 1,62; 45%; 116
643; Bronze; 41; 0,74; 27%; 2424
644; Radiant; 81; 0,42; 22%; 476
645; Bronze; 83; 1,17; 79%; 2581
646; Radiant; 49; 1,07; 42%; 1476
647; Ascendant; 54; 1,49; 98%; 1259
648; Diamond; 10; 0,07; 69%; 973
649; Silver; 23; 0,40; 42%; 1721
650; Immortal; 75; 0,33; 32%; 1086
651; Platinum; 30; 1,37; 32%; 648
652; Platinum; 81; 1,59; 75%; 150
653; Immortal; 82; 0,41; 22%; 1554
654; Diamond; 23; 1,76; 42%; 2468
655; Bronze; 16; 1,63; 92%; 1572
656; Ascendant; 53; 0,20; 66%; 1095
657; Immortal; 42; 0,53; 62%; 852
658; Diamond; 60; 1,21; 65%; 1730
659; Bronze; 79; 0,37; 45%; 568
660; Immortal; 63; 1,27; 10%; 1709
661; Silver; 10; 1,79; 41%; 876
662; Radiant; 49; 0,58; 45%; 2816
663; Ascendant; 67; 0,01; 23%; 2314
664; Gold; 49; 0,80; 54%; 494
665; Diamond; 75; 0,77; 60%; 2445
666; Diamond; 64; 1,88; 77%; 2155
667; Ascendant; 25; 0,87; 38%; 1485
668; Ascendant; 54; 0,83; 97%; 626
669; Immortal; 51; 1,48; 44%; 805
670; Gold; 86; 1,97; 72%; 1525
671; Iron; 45; 1,65; 95%; 679
672; Iron; 14; 1,30; 28%; 1810
673; Gold; 58; 0,83; 100%; 2006
674; Silver; 52; 1,37; 77%; 2085
675; Immortal; 70; 1,96; 52%; 2723
676; Platinum; 35; 1,41; 38%; 1144
677; Immortal; 55; 0,31; 48%; 2124
678; Platinum; 65; 0,66; 21%; 2691
679; Platinum; 78; 1,85; 37%; 2865
680; Immortal; 42; 0,48; 13%; 1911
681; Bronze; 30; 0,72; 74%; 443
682; Diamond; 40; 0,30; 41%; 693
683; Bronze; 89; 1,93; 59%; 2739
684; Gold; 61; 1,36; 57%; 1740
685; Immortal; 51; 0,20; 89%; 1358
686; Diamond; 13; 0,03; 37%; 1316
687; Silver; 61; 1,64; 27%; 1867
688; Bronze; 74; 1,56; 50%; 636
689; Ascendant; 24; 0,93; 6%; 2865
690; Iron; 71; 0,84; 83%; 2683
691; Diamond; 54; 1,52; 15%; 2791
692; Radiant; 28; 1,48; 9%; 1913
693; Ascendant; 67; 0,23; 54%; 2417
694; Bronze; 83; 1,29; 64%; 2483
695; Bronze; 39; 1,95; 12%; 2634
696; Diamond; 42; 1,57; 28%; 1966
697; Gold; 51; 0,46; 81%; 2995
698; Ascendant; 62; 0,97; 54%; 475
699; Ascendant; 53; 1,20; 24%; 201
700; Radiant; 63; 0,47; 10%; 1308
701; Iron; 77; 0,03; 85%; 1434
702; Diamond; 20; 0,07; 72%; 420
703; Immortal; 34; 0,05; 50%; 1812
704; Bronze; 43; 1,61; 25%; 2317
705; Platinum; 13; 1,05; 10%; 1372
706; Bronze; 17; 1,59; 68%; 1237
707; Immortal; 42; 1,89; 97%; 2261
708; Radiant; 81; 0,17; 26%; 2291
709; Radiant; 54; 1,16; 54%; 2560
710; Gold; 26; 0,16; 55%; 1409
711; Radiant; 50; 1,68; 57%; 583
712; Gold; 41; 0,90; 39%; 1852
713; Silver; 35; 1,01; 33%; 2485
714; Platinum; 41; 0,58; 56%; 1489
715; Silver; 76; 1,65; 41%; 1132
716; Gold; 78; 1,10; 18%; 2878
717; Diamond; 89; 1,09; 25%; 2573
718; Diamond; 62; 0,22; 19%; 961
719; Diamond; 90; 1,04; 85%; 2127
720; Immortal; 35; 0,18; 21%; 385
721; Immortal; 16; 1,79; 65%; 1908
722; Ascendant; 29; 0,64; 33%; 1186
723; Immortal; 50; 1,66; 31%; 160
724; Diamond; 18; 0,07; 59%; 1233
725; Ascendant; 13; 0,57; 72%; 1721
726; Diamond; 22; 0,08; 59%; 2683
727; Diamond; 46; 1,57; 82%; 2299
728; Silver; 20; 0,74; 80%; 2479
729; Silver; 13; 1,01; 37%; 2945
730; Gold; 20; 0,77; 52%; 2459
731; Diamond; 75; 0,52; 22%; 522
732; Gold; 57; 1,66; 6%; 1758
733; Iron; 65; 1,74; 93%; 344
734; Ascendant; 74; 0,78; 35%; 984
735; Diamond; 73; 1,74; 19%; 2502
736; Radiant; 65; 0,77; 21%; 983
737; Gold; 54; 1,93; 98%; 1134
738; Radiant; 57; 0,20; 88%; 119
739; Platinum; 54; 1,03; 11%; 491
740; Bronze; 13; 1,05; 18%; 2125
741; Silver; 64; 0,40; 15%; 1695
742; Silver; 17; 0,65; 10%; 2438
743; Iron; 63; 1,99; 30%; 1872
744; Ascendant; 87; 0,97; 34%; 2951
745; Platinum; 33; 1,67; 25%; 134
746; Diamond; 12; 1,92; 47%; 1892
747; Gold; 55; 0,62; 39%; 2456
748; Radiant; 42; 1,29; 18%; 187
749; Radiant; 61; 1,11; 55%; 2799
750; Bronze; 71; 1,42; 35%; 1418
751; Iron; 21; 1,34; 58%; 2183
752; Ascendant; 63; 1,18; 16%; 2699
753; Radiant; 71; 1,28; 53%; 756
754; Immortal; 31; 0,53; 97%; 1747
755; Radiant; 26; 1,95; 68%; 1410
756; Platinum; 59; 1,70; 77%; 2050
757; Radiant; 81; 0,41; 65%; 1569
758; Radiant; 20; 0,05; 21%; 2393
759; Immortal; 14; 0,98; 98%; 2614
760; Silver; 24; 1,67; 92%; 366
761; Platinum; 41; 1,48; 18%; 2370
762; Diamond; 84; 0,87; 24%; 1956
763; Gold; 28; 0,40; 85%; 2968
764; Silver; 28; 0,72; 63%; 2700
765; Bronze; 63; 0,07; 81%; 1095
766; Silver; 72; 1,81; 85%; 2396
767; Diamond; 44; 0,80; 49%; 2201
768; Platinum; 72; 0,24; 14%; 2037
769; Platinum; 70; 1,62; 86%; 2568
770; Bronze; 22; 0,40; 85%; 2764
771; Diamond; 71; 0,40; 37%; 2808
772; Bronze; 84; 1,88; 81%; 2742
773; Iron; 57; 0,27; 42%; 724
774; Ascendant; 45; 1,12; 84%; 2017
775; Gold; 34; 0,23; 16%; 541
776; Gold; 77; 0,99; 85%; 2243
777; Platinum; 31; 0,52; 91%; 57
778; Gold; 27; 1,84; 26%; 155
779; Silver; 13; 1,31; 21%; 2298
780; Platinum; 82; 1,41; 45%; 307
781; Ascendant; 62; 1,43; 67%; 72
782; Silver; 14; 0,45; 35%; 23
783; Silver; 56; 1,52; 99%; 205
784; Diamond; 60; 1,88; 54%; 1007
785; Iron; 49; 1,18; 40%; 1546
786; Silver; 37; 1,21; 59%; 663
787; Ascendant; 15; 0,56; 45%; 987
788; Ascendant; 42; 0,76; 69%; 2601
789; Bronze; 44; 1,41; 55%; 1409
790; Radiant; 78; 1,13; 8%; 745
791; Gold; 66; 0,78; 69%; 533
792; Diamond; 31; 0,33; 72%; 2771
793; Immortal; 47; 1,53; 50%; 1121
794; Silver; 60; 0,17; 49%; 2223
795; Iron; 29; 0,53; 16%; 963
796; Gold; 80; 0,20; 89%; 2452
797; Ascendant; 35; 1,14; 90%; 1934
798; Diamond; 81; 1,07; 75%; 122
799; Platinum; 76; 1,16; 35%; 866
800; Gold; 67; 1,25; 54%; 1210
801; Ascendant; 10; 0,53; 79%; 2404
802; Ascendant; 34; 1,71; 50%; 439
803; Immortal; 87; 0,85; 75%; 1356
804; Immortal; 20; 0,15; 22%; 2706
805; Immortal; 18; 1,17; 51%; 2763
806; Gold; 37; 0,29; 89%; 535
807; Radiant; 74; 1,48; 72%; 2036
808; Iron; 15; 0,31; 7%; 351
809; Radiant; 16; 1,85; 5%; 302
810; Diamond; 64; 1,09; 79%; 2422
811; Radiant; 36; 0,67; 12%; 2483
812; Ascendant; 32; 0,38; 80%; 2397
813; Silver; 62; 1,74; 46%; 550
814; Radiant; 89; 1,57; 32%; 600
815; Diamond; 80; 0,45; 40%; 419
816; Diamond; 45; 0,80; 86%; 2262
817; Silver; 77; 0,97; 85%; 863
818; Iron; 41; 1,28; 96%; 1685
819; Gold; 55; 1,68; 95%; 1129
820; Bronze; 38; 1,17; 88%; 1922
821; Iron; 67; 0,50; 40%; 2281
822; Bronze; 16; 0,66; 63%; 607
823; Diamond; 49; 1,29; 52%; 34
824; Bronze; 48; 1,59; 86%; 1737
825; Gold; 24; 0,42; 19%; 477
826; Gold; 29; 0,05; 79%; 2080
827; Radiant; 11; 0,38; 46%; 2358
828; Silver; 90; 1,38; 95%; 683
829; Diamond; 61; 1,09; 84%; 124
830; Platinum; 47; 0,51; 50%; 1547
831; Silver; 62; 0,71; 73%; 398
832; Immortal; 22; 1,29; 95%; 1744
833; Bronze; 12; 1,86; 17%; 2987
834; Radiant; 64; 0,07; 66%; 2057
835; Radiant; 27; 0,40; 19%; 16
836; Gold; 11; 1,03; 72%; 2059
837; Immortal; 14; 0,34; 13%; 1277
838; Iron; 84; 0,19; 33%; 2110
839; Platinum; 30; 1,33; 21%; 1134
840; Radiant; 42; 1,43; 81%; 2670
841; Platinum; 88; 1,29; 33%; 1638
842; Radiant; 88; 1,03; 80%; 876
843; Immortal; 60; 0,94; 39%; 893
844; Radiant; 31; 0,58; 64%; 2627
845; Gold; 32; 0,22; 44%; 237
846; Immortal; 40; 1,90; 77%; 2834
847; Silver; 56; 0,87; 23%; 445
848; Diamond; 73; 1,81; 66%; 2170
849; Gold; 76; 0,23; 80%; 788
850; Gold; 48; 0,12; 38%; 761
851; Ascendant; 28; 0,49; 74%; 1092
852; Radiant; 16; 1,00; 92%; 1309
853; Platinum; 74; 1,75; 12%; 1280
854; Ascendant; 76; 0,23; 40%; 2993
855; Immortal; 16; 0,39; 29%; 1560
856; Radiant; 83; 1,80; 23%; 1667
857; Gold; 69; 0,61; 34%; 2738
858; Gold; 49; 1,88; 22%; 1065
859; Gold; 44; 0,10; 73%; 2512
860; Gold; 68; 0,45; 55%; 242
861; Bronze; 59; 1,93; 81%; 1227
862; Gold; 28; 1,82; 26%; 2742
863; Radiant; 30; 1,32; 95%; 1345
864; Silver; 28; 0,73; 69%; 1601
865; Immortal; 26; 1,18; 77%; 1783
866; Immortal; 48; 1,70; 17%; 153
867; Iron; 82; 0,73; 16%; 740
868; Silver; 47; 1,40; 87%; 61
869; Platinum; 34; 1,51; 70%; 1769
870; Diamond; 24; 1,11; 12%; 1974
871; Diamond; 62; 0,05; 68%; 2123
872; Radiant; 18; 0,86; 82%; 1696
873; Silver; 35; 1,06; 34%; 2109
874; Platinum; 72; 1,89; 97%; 70
875; Platinum; 56; 0,56; 8%; 836
876; Diamond; 30; 1,17; 5%; 1488
877; Platinum; 23; 1,33; 10%; 215
878; Gold; 73; 0,26; 71%; 538
879; Iron; 60; 0,55; 90%; 880
880; Platinum; 29; 0,24; 50%; 1144
881; Bronze; 50; 1,91; 6%; 1922
882; Ascendant; 87; 0,22; 13%; 2206
883; Bronze; 78; 0,22; 13%; 202
884; Ascendant; 10; 0,76; 86%; 1580
885; Bronze; 84; 0,83; 65%; 2026
886; Gold; 33; 1,49; 100%; 2226
887; Bronze; 45; 1,58; 95%; 2107
888; Immortal; 81; 1,77; 19%; 1159
889; Gold; 25; 0,86; 98%; 499
890; Immortal; 10; 0,71; 90%; 1879
891; Platinum; 66; 0,05; 85%; 908
892; Silver; 25; 1,32; 13%; 585
893; Gold; 63; 0,31; 7%; 2169
894; Ascendant; 71; 0,52; 69%; 2563
895; Immortal; 52; 0,27; 29%; 1978
896; Gold; 43; 1,38; 44%; 2080
897; Iron; 22; 0,88; 63%; 681
898; Ascendant; 38; 0,20; 20%; 431
899; Platinum; 10; 0,68; 71%; 2879
900; Iron; 60; 0,45; 18%; 1353
901; Diamond; 68; 1,10; 70%; 1677
902; Iron; 62; 1,94; 72%; 2775
903; Gold; 70; 0,32; 38%; 2909
904; Bronze; 16; 0,54; 92%; 2076
905; Ascendant; 44; 0,77; 9%; 1840
906; Bronze; 82; 0,96; 99%; 2622
907; Immortal; 26; 1,48; 42%; 1820
908; Platinum; 37; 0,14; 77%; 1249
909; Ascendant; 75; 0,04; 18%; 643
910; Iron; 11; 0,72; 33%; 2325
911; Radiant; 84; 0,83; 57%; 106
912; Iron; 53; 1,41; 11%; 660
913; Iron; 73; 0,42; 72%; 1572
914; Immortal; 46; 0,57; 67%; 802
915; Iron; 16; 0,19; 24%; 2261
916; Radiant; 51; 0,88; 62%; 549
917; Diamond; 68; 1,68; 31%; 2111
918; Gold; 62; 0,65; 96%; 1283
919; Diamond; 82; 1,81; 64%; 2703
920; Silver; 69; 0,39; 25%; 2435
921; Bronze; 83; 1,23; 44%; 1215
922; Gold; 34; 1,13; 71%; 298
923; Ascendant; 12; 0,28; 82%; 2128
924; Immortal; 75; 0,99; 94%; 1030
925; Radiant; 13; 1,71; 9%; 2489
926; Radiant; 37; 0,54; 27%; 1624
927; Immortal; 52; 0,24; 93%; 2968
928; Ascendant; 11; 0,90; 71%; 2046
929; Iron; 13; 0,70; 87%; 974
930; Diamond; 73; 1,99; 6%; 529
931; Radiant; 23; 1,26; 46%; 2263
932; Ascendant; 29; 0,34; 98%; 2139
933; Diamond; 43; 1,79; 71%; 2787
934; Radiant; 32; 1,66; 44%; 789
935; Bronze; 42; 1,59; 54%; 1543
936; Immortal; 74; 0,62; 69%; 1614
937; Iron; 78; 1,92; 85%; 1798
938; Diamond; 15; 0,51; 79%; 2706
939; Radiant; 84; 0,09; 41%; 693
940; Platinum; 49; 1,90; 100%; 2628
941; Ascendant; 80; 0,00; 50%; 898
942; Platinum; 12; 0,30; 7%; 1222
943; Bronze; 83; 1,37; 63%; 2223
944; Silver; 10; 0,25; 41%; 1251
945; Gold; 16; 0,21; 94%; 643
946; Diamond; 36; 0,48; 13%; 2178
947; Bronze; 35; 1,60; 32%; 2757
948; Ascendant; 75; 1,83; 48%; 687
949; Silver; 65; 0,74; 58%; 790
950; Diamond; 64; 1,54; 66%; 2710
951; Immortal; 67; 0,21; 47%; 1191
952; Diamond; 16; 1,99; 36%; 2439
953; Gold; 14; 1,13; 18%; 2639
954; Platinum; 11; 0,98; 22%; 2573
955; Bronze; 56; 0,52; 20%; 1976
956; Diamond; 40; 1,93; 71%; 2683
957; Bronze; 54; 1,86; 100%; 462
958; Diamond; 86; 0,81; 8%; 2209
959; Diamond; 12; 1,33; 46%; 553
960; Platinum; 35; 0,39; 43%; 2314
961; Diamond; 73; 0,56; 100%; 647
962; Ascendant; 27; 0,73; 18%; 2831
963; Radiant; 89; 1,32; 13%; 856
964; Immortal; 50; 1,04; 42%; 543
965; Silver; 56; 1,60; 33%; 723
966; Radiant; 34; 0,16; 88%; 114
967; Bronze; 54; 0,41; 88%; 304
968; Radiant; 75; 1,43; 39%; 2672
969; Diamond; 40; 1,17; 94%; 463
970; Diamond; 63; 1,08; 9%; 2009
971; Diamond; 58; 1,87; 88%; 602
972; Gold; 65; 1,93; 5%; 337
973; Immortal; 84; 1,66; 70%; 1830
974; Diamond; 49; 0,20; 41%; 732
975; Diamond; 88; 1,50; 36%; 2366
976; Diamond; 34; 0,66; 26%; 2373
977; Immortal; 47; 1,59; 93%; 2615
978; Bronze; 23; 0,15; 37%; 2480
979; Gold; 43; 0,58; 59%; 1537
980; Ascendant; 33; 1,98; 97%; 148
981; Immortal; 64; 0,08; 61%; 2759
982; Bronze; 38; 0,50; 38%; 2397
983; Ascendant; 14; 1,80; 20%; 2556
984; Bronze; 52; 0,50; 77%; 447
985; Gold; 71; 1,73; 65%; 2289
986; Ascendant; 37; 0,11; 97%; 570
987; Immortal; 26; 0,56; 56%; 1321
988; Iron; 79; 1,29; 83%; 915
989; Bronze; 37; 0,55; 91%; 196
990; Iron; 26; 0,23; 47%; 1684
991; Immortal; 71; 1,40; 70%; 804
992; Diamond; 67; 0,53; 70%; 28
993; Iron; 38; 1,83; 81%; 2058
994; Diamond; 29; 1,83; 48%; 590
995; Iron; 22; 0,34; 99%; 1825
996; Gold; 86; 1,16; 12%; 725
997; Ascendant; 79; 1,26; 71%; 2690
998; Bronze; 51; 1,49; 37%; 345
999; Diamond; 25; 0,54; 15%; 995
1000; Ascendant; 71; 1,65; 98%; 2959
